	Accession org1	Taxonomic level 1: org1	Taxonomic level 2: org1	Taxonomic level 3: org1	Genus org1	Species org1	Accession org2	Taxonomic level 1: org2	Taxonomic level 2: org2	Taxonomic level 3: org2	Genus org2	Species org2	Reference 	Link	Ecological interaction	key_org1	key_org2	lineage_org1	lineage_org2
59		Eukaryote	Alveolata	Ciliophora	Codonella		AY587733	Prokaryote	Cyanobacteria	Cyanophyceae	unknown_cyanophyte	unknown_cyanophyte	Foster et al. 2006 a	10.1111/j.1529-8817.2006.00185.x	photosymbiosis	Eukaryote;Alveolata;Ciliophora;Codonella	Bacteria;Cyanobacteria;Cyanophyceae;unknown_cyanophyte;unknown_cyanophyte	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9100]	[3, 1500, 44560, 0, 0, 0]
60		Eukaryote	Alveolata	Ciliophora	Codonella		AY587737	Prokaryote	Cyanobacteria	Cyanophyceae	unknown_cyanophyte	unknown_cyanophyte	Foster et al. 2006 a	10.1111/j.1529-8817.2006.00185.x	photosymbiosis	Eukaryote;Alveolata;Ciliophora;Codonella	Bacteria;Cyanobacteria;Cyanophyceae;unknown_cyanophyte;unknown_cyanophyte	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9100]	[3, 1500, 44560, 0, 0, 0]
61		Eukaryote	Alveolata	Ciliophora	Codonella		AY587738	Prokaryote	Cyanobacteria	Cyanophyceae	unknown_cyanophyte	unknown_cyanophyte	Foster et al. 2006 a	10.1111/j.1529-8817.2006.00185.x	photosymbiosis	Eukaryote;Alveolata;Ciliophora;Codonella	Bacteria;Cyanobacteria;Cyanophyceae;unknown_cyanophyte;unknown_cyanophyte	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9100]	[3, 1500, 44560, 0, 0, 0]
62		Eukaryote	Alveolata	Dinoflagellata	Ornithocercus	thumii	GU196886	Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Farnelid 2010	10.3354/ame01440	nitrogen fixation	Eukaryote;Alveolata;Dinoflagellata;Ornithocercus;thumii	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 8771, 9217, 9219, 9226, 0, 9229]	[3, 0, 0, 0, 0, 0]
63		Eukaryote	Alveolata	Dinoflagellata	Ornithocercus	thumii	GU196887	Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Farnelid 2010	10.3354/ame01440	nitrogen fixation	Eukaryote;Alveolata;Dinoflagellata;Ornithocercus;thumii	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 8771, 9217, 9219, 9226, 0, 9229]	[3, 0, 0, 0, 0, 0]
64		Eukaryote	Alveolata	Dinoflagellata	Ornithocercus	thumii	GU196888	Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Farnelid 2010	10.3354/ame01440	nitrogen fixation	Eukaryote;Alveolata;Dinoflagellata;Ornithocercus;thumii	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 8771, 9217, 9219, 9226, 0, 9229]	[3, 0, 0, 0, 0, 0]
65		Eukaryote	Alveolata	Dinoflagellata	Ornithocercus	thumii	GU196889	Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Farnelid 2010	10.3354/ame01440	nitrogen fixation	Eukaryote;Alveolata;Dinoflagellata;Ornithocercus;thumii	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 8771, 9217, 9219, 9226, 0, 9229]	[3, 0, 0, 0, 0, 0]
66		Eukaryote	Alveolata	Dinoflagellata	Ornithocercus	thumii	GU196961	Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Farnelid 2010	10.3354/ame01440	nitrogen fixation	Eukaryote;Alveolata;Dinoflagellata;Ornithocercus;thumii	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 8771, 9217, 9219, 9226, 0, 9229]	[3, 0, 0, 0, 0, 0]
67		Eukaryote	Alveolata	Dinoflagellata	Ornithocercus	thumii	GU196962	Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Farnelid 2010	10.3354/ame01440	nitrogen fixation	Eukaryote;Alveolata;Dinoflagellata;Ornithocercus;thumii	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 8771, 9217, 9219, 9226, 0, 9229]	[3, 0, 0, 0, 0, 0]
68		Eukaryote	Alveolata	Dinoflagellata	Ornithocercus	thumii	GU196963	Prokaryote	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	unidentified_bacteria	Farnelid 2010	10.3354/ame01440	nitrogen fixation	Eukaryote;Alveolata;Dinoflagellata;Ornithocercus;thumii	Bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria;unidentified_bacteria	[4, 8770, 8771, 9217, 9219, 9226, 0, 9229]	[3, 0, 0, 0, 0, 0]
69		Eukaryote	Alveolata	Ciliophora	Codonella		AY587739	Prokaryote	Cyanobacteria	Cyanophyceae	unknown_cyanophyte	unknown_cyanophyte	Foster et al. 2006 a	10.1111/j.1529-8817.2006.00185.x	photosymbiosis	Eukaryote;Alveolata;Ciliophora;Codonella	Bacteria;Cyanobacteria;Cyanophyceae;unknown_cyanophyte;unknown_cyanophyte	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9100]	[3, 1500, 44560, 0, 0, 0]
70		Eukaryote	Alveolata	Ciliophora	Codonella			Prokaryote	Cyanobacteria	Cyanophyceae	unknown_cyanophyte	unknown_cyanophyte	Foster et al. 2006 b	10.1111/j.1529-8817.2006.00206.x	photosymbiosis	Eukaryote;Alveolata;Ciliophora;Codonella	Bacteria;Cyanobacteria;Cyanophyceae;unknown_cyanophyte;unknown_cyanophyte	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9100]	[3, 1500, 44560, 0, 0, 0]
71		Eukaryote	Alveolata	Dinoflagellata	Histioneis	depressa		Prokaryote	Cyanobacteria	Cyanophyceae	unknown_cyanophyte	unknown_cyanophyte	Foster et al. 2006 b	10.1111/j.1529-8817.2006.00206.x	photosymbiosis	Eukaryote;Alveolata;Dinoflagellata;Histioneis;depressa	Bacteria;Cyanobacteria;Cyanophyceae;unknown_cyanophyte;unknown_cyanophyte	[4, 8770, 8771, 9217, 0, 0, 0, 0]	[3, 1500, 44560, 0, 0, 0]
72		Eukaryote	Alveolata	Dinoflagellata	Ornithocercus	magnificus		Prokaryote	Cyanobacteria	Cyanophyceae	unknown_cyanophyte	unknown_cyanophyte	Foster et al. 2006 b	10.1111/j.1529-8817.2006.00206.x	photosymbiosis	Eukaryote;Alveolata;Dinoflagellata;Ornithocercus;magnificus	Bacteria;Cyanobacteria;Cyanophyceae;unknown_cyanophyte;unknown_cyanophyte	[4, 8770, 8771, 9217, 9219, 9226, 0, 9229]	[3, 1500, 44560, 0, 0, 0]
73		Eukaryote	Alveolata	Dinoflagellata	Ornithocercus			Prokaryote	Cyanobacteria	Cyanophyceae	unknown_cyanophyte	unknown_cyanophyte	Janson 1995	10.2216/i0031-8884-34-2-171.1	photosymbiosis	Eukaryote;Alveolata;Dinoflagellata;Ornithocercus	Bacteria;Cyanobacteria;Cyanophyceae;unknown_cyanophyte;unknown_cyanophyte	[4, 8770, 8771, 9217, 9219, 9226, 0, 9229]	[3, 1500, 44560, 0, 0, 0]
74		Eukaryote	Alveolata	Dinoflagellata	Syinophysis	canaliculata	AB546860	Prokaryote	Cyanobacteria	Cyanophyceae	unknown_cyanophyte	unknown_cyanophyte	Escalera et al. 2010	10.1016/j.protis.2010.07.003	photosymbiosis	Eukaryote;Alveolata;Dinoflagellata;Syinophysis;canaliculata	Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Cyanobacteriaceae;Cyanobacterium CLg1;uncultured cyanobacterium	[4, 8770, 8771, 9217, 0, 0, 0, 0]	[3, 1500, 44560, 44562, 44589, 0]
75		Eukaryote	Alveolata	Dinoflagellata	Scrispiella	trochoidea		Prokaryote	Proteobacteria	Gammaproteobacteria	Marinobacter		Amin 2009	10.1073/pnas.0905512106	exchange of iron and carbon	Eukaryote;Alveolata;Dinoflagellata;Scrispiella;trochoidea	Bacteria;Proteobacteria;Gammaproteobacteria;Marinobacter	[4, 8770, 8771, 9217, 0, 0, 0, 0]	[3, 2375, 3303, 3333, 26313, 26314]
76		Eukaryote	Alveolata	Dinoflagellata	Amphiprora	kufferathii	EF490379	Prokaryote	Proteobacteria	Alphaproteobacteria	Sulfitobacter		Hünken 2008	10.1111/j.1438-8677.2008.00040.x	mutualism	Eukaryote;Alveolata;Dinoflagellata;Amphiprora;kufferathii	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Sulfitobacter;Sulfitobacter sp. MH-2007/3	[4, 8770, 8771, 9217, 0, 0, 0, 0]	[3, 2375, 2379, 2557, 2558, 2653]
77		Eukaryote	Alveolata	Dinoflagellata	Amphiprora	kufferathii	EF490377	Prokaryote	Proteobacteria	Gammaproteobacteria	Colwellia		Hünken 2008	10.1111/j.1438-8677.2008.00040.x	mutualism	Eukaryote;Alveolata;Dinoflagellata;Amphiprora;kufferathii	Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Colwellia;Colwellia sp. MH-2007/1	[4, 8770, 8771, 9217, 0, 0, 0, 0]	[3, 2375, 3303, 3333, 3378, 3379]
78		Eukaryote	Alveolata	Dinoflagellata	Amphisolenia	bidentata		Prokaryote	Proteobacteria	Alphaproteobacteria	unknown_alphaproteobacter	unknown_alphaproteobacter	Farnelid 2010	10.3354/ame01440	nitrogen fixation	Eukaryote;Alveolata;Dinoflagellata;Amphisolenia;bidentata	Bacteria;Proteobacteria;Alphaproteobacteria;unknown_alphaproteobacter;unknown_alphaproteobacter	[4, 8770, 8771, 9217, 9219, 9226, 0, 9227]	[3, 2375, 2379, 0, 0, 0]
79	AB778293	Eukaryote	Haptophyta	Prymnesiophyceae	Braarudosphaera	bigelowii	AB847984	Prokaryote	Cyanobacteria	Cyanophyceae	unknown_cyanophyte	unknown_cyanophyte	Hagino 2013	10.1371/journal.pone.0081749	nitrogen fixation	Eukaryota;Haptophyta;Prymnesiophyceae;Prymnesiales;Braarudosphaera bigelowii	Bacteria;Cyanobacteria;Cyanobacteriia;Chloroplast;Braarudosphaera bigelowii	[4, 0, 6365, 6372, 0, 6393, 0, 0]	[3, 1500, 44560, 44561, 0, 0]
80	AB778293	Eukaryote	Haptophyta	Prymnesiophyceae	Braarudosphaera	bigelowii	AB778292	Prokaryote	Cyanobacteria	Cyanophyceae	unknown_cyanophyte	unknown_cyanophyte	Hagino 2013	10.1371/journal.pone.0081749	nitrogen fixation	Eukaryota;Haptophyta;Prymnesiophyceae;Prymnesiales;Braarudosphaera bigelowii	Bacteria;Cyanobacteria;Cyanobacteriia;Cyanobacteriales;Microcystaceae;Atelocyanobacterium (UCYN-A);cyanobacterium endosymbiont of Braarudosphaera bigelowii	[4, 0, 6365, 6372, 0, 6393, 0, 0]	[3, 1500, 44560, 44562, 44617, 0]
81		Eukaryote	Haptophyta	Prymnesiophyceae	Braarudosphaera	bigelowii	JX291797	Prokaryote	Cyanobacteria	Cyanophyceae	Atelocyanobacterium	thalassa	Thompson et al. 2012	10.1126/science.1222700	nitrogen fixation	Eukaryote;Haptophyta;Prymnesiophyceae;Braarudosphaera;bigelowii	Bacteria;Cyanobacteria;Cyanophyceae;Atelocyanobacterium;thalassa	[4, 0, 6365, 6372, 0, 0, 0, 0]	[3, 1500, 44560, 0, 0, 0]
82		Eukaryote	Haptophyta	Prymnesiophyceae	Chrysochromulina	parkeae	JX291797	Prokaryote	Cyanobacteria	Cyanophyceae	Atelocyanobacterium	thalassa	Thompson et al. 2012	10.1126/science.1222700	nitrogen fixation	Eukaryote;Haptophyta;Prymnesiophyceae;Chrysochromulina;parkeae	Bacteria;Cyanobacteria;Cyanophyceae;Atelocyanobacterium;thalassa	[4, 0, 6365, 6372, 0, 6393, 0, 6396]	[3, 1500, 44560, 0, 0, 0]
83		Eukaryote	Stramenopiles	Diatomea	Pseudo-nitzschia	multiseries	KM033243.1	Prokaryote	Proteobacteria	Alphaproteobacteria	Sulfitobacter	SAR11_strain	Amin 2015	10.1038/nature14488	nutrient exchange	Eukaryote;Stramenopiles;Diatomea;Pseudo-nitzschia;multiseries	Bacteria;Proteobacteria;Alphaproteobacteria;Sulfitobacter;SAR11_strain	[4, 8770, 9629, 9782, 9785, 0, 0, 9830]	[3, 2375, 2379, 2557, 2558, 2653]
84		Eukaryote	Alveolata	Dinoflagellata	Dinophysis	acuminata	JN998202	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Alves-De-Souza et al. 2012	10.3354/ame01567	parasitism	Eukaryote;Alveolata;Dinoflagellata;Dinophysis;acuminata	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9226, 0, 9228]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
85		Eukaryote	Alveolata	Dinoflagellata	Dinophysis	acuminata	JN998203	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Alves-De-Souza et al. 2012	10.3354/ame01567	parasitism	Eukaryote;Alveolata;Dinoflagellata;Dinophysis;acuminata	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9226, 0, 9228]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
86		Eukaryote	Alveolata	Dinoflagellata	Dinophysis	acuminata	JN998204	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Alves-De-Souza et al. 2012	10.3354/ame01567	parasitism	Eukaryote;Alveolata;Dinoflagellata;Dinophysis;acuminata	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9226, 0, 9228]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
87		Eukaryote	Alveolata	Dinoflagellata	Dinophysis	acuminata	JN998205	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Alves-De-Souza et al. 2012	10.3354/ame01567	parasitism	Eukaryote;Alveolata;Dinoflagellata;Dinophysis;acuminata	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9226, 0, 9228]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
88		Eukaryote	Alveolata	Dinoflagellata	Dinophysis	acuminata	JN998206	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Alves-De-Souza et al. 2012	10.3354/ame01567	parasitism	Eukaryote;Alveolata;Dinoflagellata;Dinophysis;acuminata	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9226, 0, 9228]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
89		Eukaryote	Alveolata	Dinoflagellata	Dinophysis	acuminata	JN998207	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Alves-De-Souza et al. 2012	10.3354/ame01567	parasitism	Eukaryote;Alveolata;Dinoflagellata;Dinophysis;acuminata	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9226, 0, 9228]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
90		Eukaryote	Alveolata	Dinoflagellata	Phalacroma	rotundatum	JN998208	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Alves-De-Souza et al. 2012	10.3354/ame01567	parasitism	Eukaryote;Alveolata;Dinoflagellata;Phalacroma;rotundatum	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9226, 0, 13765]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
91		Eukaryote	Alveolata	Dinoflagellata	Phalacroma	rotundatum	JN998209	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Alves-De-Souza et al. 2012	10.3354/ame01567	parasitism	Eukaryote;Alveolata;Dinoflagellata;Phalacroma;rotundatum	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9226, 0, 13765]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
92		Eukaryote	Alveolata	Dinoflagellata	Phalacroma	rotundatum	JN998210	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Alves-De-Souza et al. 2012	10.3354/ame01567	parasitism	Eukaryote;Alveolata;Dinoflagellata;Phalacroma;rotundatum	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9226, 0, 13765]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
93		Eukaryote	Alveolata	Dinoflagellata	Phalacroma	rotundatum	JN998211	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Alves-De-Souza et al. 2012	10.3354/ame01567	parasitism	Eukaryote;Alveolata;Dinoflagellata;Phalacroma;rotundatum	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9226, 0, 13765]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
94		Eukaryote	Alveolata	Dinoflagellata	Phalacroma	rotundatum	JN998212	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Alves-De-Souza et al. 2012	10.3354/ame01567	parasitism	Eukaryote;Alveolata;Dinoflagellata;Phalacroma;rotundatum	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9226, 0, 13765]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
95		Eukaryote	Alveolata	Dinoflagellata	Prorocentrum	micans	JN998213	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Alves-De-Souza et al. 2012	10.3354/ame01567	parasitism	Eukaryote;Alveolata;Dinoflagellata;Prorocentrum;micans	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9330, 0, 9332]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
96		Eukaryote	Alveolata	Dinoflagellata	Prorocentrum	micans	JN998214	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Alves-De-Souza et al. 2012	10.3354/ame01567	parasitism	Eukaryote;Alveolata;Dinoflagellata;Prorocentrum;micans	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9330, 0, 9332]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
97		Eukaryote	Alveolata	Dinoflagellata	Prorocentrum	micans	JQ038241	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Alves-De-Souza et al. 2012	10.3354/ame01567	parasitism	Eukaryote;Alveolata;Dinoflagellata;Prorocentrum;micans	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9330, 0, 9332]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
98		Eukaryote	Rhizaria	Polycystinea	Thalassicolla	nucleata		Eukaryote	Alveolata	Dinoflagellata	Amphidinium		Anderson 1976	10.1016/0040-8166(76)90046-X	parasitism	Eukaryote;Rhizaria;Polycystinea;Thalassicolla;nucleata	Eukaryote;Alveolata;Dinoflagellata;Amphidinium	[4, 8770, 9387, 9540, 9591, 9592, 0, 9601]	[4, 8770, 8771, 9217, 9219, 9232, 0, 9233]
99		Eukaryote	Alveolata	Ciliophora	Eutintinnus	tenuis	JN966968	Eukaryote	Alveolata	Syndiniales	Euduboscquella	cachoni	Bachvaroff 2011	10.1128/AEM.06678-11	parasitism	Eukaryote;Alveolata;Ciliophora;Eutintinnus;tenuis	Eukaryote;Alveolata;Syndiniales;Euduboscquella;cachoni	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9104]	[4, 8770, 8771, 9360, 9376, 0, 0, 0]
100		Eukaryote	Alveolata	Ciliophora	Eutintinnus	pectinis	JN966980	Eukaryote	Alveolata	Syndiniales	Euduboscquella	cachoni	Bachvaroff 2011	10.1128/AEM.06678-11	parasitism	Eukaryote;Alveolata;Ciliophora;Eutintinnus;pectinis	Eukaryote;Alveolata;Syndiniales;Euduboscquella;cachoni	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9104]	[4, 8770, 8771, 9360, 9376, 0, 0, 0]
101		Eukaryote	Alveolata	Ciliophora	Tintinnopsis	major	JN934993	Eukaryote	Alveolata	Syndiniales	Euduboscquella		Bachvaroff 2011	10.1128/AEM.06678-11	parasitism	Eukaryote;Alveolata;Ciliophora;Tintinnopsis;major	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Duboscquella;Euduboscquella sp. ex Tintinnopsis cf. subacuta	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9115]	[4, 8770, 8771, 9360, 9376, 0, 0, 9378]
102		Eukaryote	Alveolata	Ciliophora	Tintinnopsis		JN934997	Eukaryote	Alveolata	Syndiniales	Euduboscquella		Bachvaroff 2011	10.1128/AEM.06678-11	parasitism	Eukaryote;Alveolata;Ciliophora;Tintinnopsis	Eukaryote;Alveolata;Syndiniales;Euduboscquella	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9115]	[4, 8770, 8771, 9360, 9376, 0, 0, 0]
103		Eukaryote	Alveolata	Ciliophora	Tintinnopsis		JN935003	Eukaryote	Alveolata	Syndiniales	Euduboscquella		Bachvaroff 2011	10.1128/AEM.06678-11	parasitism	Eukaryote;Alveolata;Ciliophora;Tintinnopsis	Eukaryote;Alveolata;Syndiniales;Euduboscquella	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9115]	[4, 8770, 8771, 9360, 9376, 0, 0, 0]
104		Eukaryote	Alveolata	Dinoflagellata	Karlodinium	veneficum	GQ152565	Eukaryote	Alveolata	Syndiniales	Amoebophrya		Bachvaroff et al. 2009	10.1111/j.1550-7408.2009.00433.x	parasitism	Eukaryote;Alveolata;Dinoflagellata;Karlodinium;veneficum	Eukaryote;Alveolata;Syndiniales;Amoebophrya	[4, 8770, 8771, 9217, 9219, 9232, 9253, 9256]	[4, 8770, 8771, 9360, 9376, 0, 0, 9377]
105	JN871720	Eukaryote	Alveolata	Ciliophora	Eutintinnus	pectinis	JN934987	Eukaryote	Alveolata	Syndiniales	Euduboscquella	cachoni	Bachvaroff et al. 2011	10.1128/AEM.06678-11	parasitism	Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Choreotrichia;Eutintinnus;Eutintinnus pectinis	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Duboscquella;Euduboscquella cachoni	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9104]	[4, 8770, 8771, 9360, 9376, 0, 0, 9378]
106	JN871721	Eukaryote	Alveolata	Ciliophora	Eutintinnus	tenius	JN934987	Eukaryote	Alveolata	Syndiniales	Euduboscquella	cachoni	Bachvaroff et al. 2011	10.1128/AEM.06678-11	parasitism	Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Choreotrichia;Eutintinnus;Eutintinnus tenuis	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Duboscquella;Euduboscquella cachoni	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9104]	[4, 8770, 8771, 9360, 9376, 0, 0, 9378]
107	JN871723	Eukaryote	Alveolata	Ciliophora	Tintinnopsis		JN934984	Eukaryote	Alveolata	Syndiniales	Euduboscquella		Bachvaroff et al. 2011	10.1128/AEM.06678-11	parasitism	Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Choreotrichia;Tintinnopsis sp. VSMTPS5x2	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Duboscquella;Euduboscquella sp. ex Tintinnopsis sp. 1	[4, 8770, 8771, 8848, 8849, 9096, 9097, 0]	[4, 8770, 8771, 9360, 9376, 0, 0, 9378]
108	JN871725	Eukaryote	Alveolata	Ciliophora	Favella	markusovszkyi	JN934985	Eukaryote	Alveolata	Syndiniales	Euduboscquella		Bachvaroff et al. 2011	10.1128/AEM.06678-11	parasitism	Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Choreotrichia;Favella;Favella markusovszkyi	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Duboscquella;Euduboscquella sp. ex Favella markusovszkyi	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9105]	[4, 8770, 8771, 9360, 9376, 0, 0, 9378]
109	AY143572	Eukaryote	Alveolata	Ciliophora	Favella	panamensis	JN934986	Eukaryote	Alveolata	Syndiniales	Euduboscquella		Bachvaroff et al. 2011	10.1128/AEM.06678-11	parasitism	Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Choreotrichia;Favella;Favella panamensis	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Duboscquella;Euduboscquella sp. ex Favella panamensis	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9105]	[4, 8770, 8771, 9360, 9376, 0, 0, 9378]
110	JN871726	Eukaryote	Alveolata	Ciliophora	Favella	arcuata	JN934989	Eukaryote	Alveolata	Syndiniales	Euduboscquella		Bachvaroff et al. 2011	10.1128/AEM.06678-11	parasitism	Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Choreotrichia;Favella arcuata	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Duboscquella;Euduboscquella sp. ex Favella arcuata	[4, 8770, 8771, 8848, 8849, 9096, 9097, 0]	[4, 8770, 8771, 9360, 9376, 0, 0, 9378]
111	JN871724	Eukaryote	Alveolata	Ciliophora	Tintinnopsis	cf. subacuta	JN934992	Eukaryote	Alveolata	Syndiniales	Euduboscquella		Bachvaroff et al. 2011	10.1128/AEM.06678-11	parasitism	Eukaryota;SAR;Alveolata;Ciliophora;Intramacronucleata;Spirotrichea;Choreotrichia;Tintinnopsis;Tintinnopsis subacuta	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Duboscquella;Euduboscquella sp. ex Tintinnopsis cf. subacuta	[4, 8770, 8771, 8848, 8849, 9096, 9097, 9115]	[4, 8770, 8771, 9360, 9376, 0, 0, 9378]
112		Eukaryote	Rhizaria	Polycystinea	Actinomma	boreale	HQ446964	Eukaryote	Alveolata	Syndiniales	Syndiniales_Group_I	Syndiniales_Group_I	Bråte et al. 2012	10.1016/j.protis.2012.04.004	parasitism	Eukaryote;Rhizaria;Polycystinea;Actinomma;boreale	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Syndiniales Group I;uncultured eukaryote	[4, 8770, 9387, 9540, 9591, 9609, 0, 9611]	[4, 8770, 8771, 9360, 9376, 0, 0, 0]
113		Eukaryote	Cryptista	Cryptomonadales	Chilomonas	paramaecium		Eukaryote	Alveolata	Perkinsidae	Rastrimonas	subtilis	Brugerolle 2002 b	10.1078/0932-4739-00837	parasitism	Eukaryote;Cryptista;Cryptomonadales;Chilomonas;paramaecium	Eukaryote;Alveolata;Perkinsidae;Rastrimonas;subtilis	[4, 0, 6201, 0, 0, 6202, 0, 0]	[4, 8770, 8771, 9360, 9371, 0, 0, 0]
114		Eukaryote	Rhizaria	Polycystinea	Actinomma	boreale	HQ446966	Eukaryote	Alveolata	Syndiniales	Syndiniales_Group_I	Syndiniales_Group_I	Bråte et al. 2012	10.1016/j.protis.2012.04.004	parasitism	Eukaryote;Rhizaria;Polycystinea;Actinomma;boreale	Eukaryota;SAR;Alveolata;Protalveolata;Syndiniales;Syndiniales Group I;uncultured eukaryote	[4, 8770, 9387, 9540, 9591, 9609, 0, 9611]	[4, 8770, 8771, 9360, 9376, 0, 0, 0]
